Trial (NCT),Condition,Arm,Any AE %,Serious AE %,AE leading to discontinuation %,CT.gov last updated,Trial start date,Trial completion date
NCT01099631,"Cancer of the Liver; Liver Cancer; Hepatoma; Liver Neoplasms; Biliary Cancer; Liver Neoplasms; Carcinoma, Hepatocellular; Biliary Tract Neoplasms",Salmonella Typhimurium 10 to the 10 th - Level 6,100.0,25.0,,2020-07-20,2010-04,2014-06
NCT01099631,"Cancer of the Liver; Liver Cancer; Hepatoma; Liver Neoplasms; Biliary Cancer; Liver Neoplasms; Carcinoma, Hepatocellular; Biliary Tract Neoplasms",Salmonella Typhimurium 10 to the 5 th - Level 1,66.66666666666666,33.33333333333333,,2020-07-20,2010-04,2014-06
NCT01099631,"Cancer of the Liver; Liver Cancer; Hepatoma; Liver Neoplasms; Biliary Cancer; Liver Neoplasms; Carcinoma, Hepatocellular; Biliary Tract Neoplasms",Salmonella Typhimurium 10 to the 6 th - Level 2,66.66666666666666,33.33333333333333,,2020-07-20,2010-04,2014-06
NCT01099631,"Cancer of the Liver; Liver Cancer; Hepatoma; Liver Neoplasms; Biliary Cancer; Liver Neoplasms; Carcinoma, Hepatocellular; Biliary Tract Neoplasms",Salmonella Typhimurium 10 to the 7 th - Level 3,100.0,100.0,,2020-07-20,2010-04,2014-06
NCT01099631,"Cancer of the Liver; Liver Cancer; Hepatoma; Liver Neoplasms; Biliary Cancer; Liver Neoplasms; Carcinoma, Hepatocellular; Biliary Tract Neoplasms",Salmonella Typhimurium 10 to the 8 th - Level 4,100.0,100.0,,2020-07-20,2010-04,2014-06
NCT01099631,"Cancer of the Liver; Liver Cancer; Hepatoma; Liver Neoplasms; Biliary Cancer; Liver Neoplasms; Carcinoma, Hepatocellular; Biliary Tract Neoplasms",Salmonella Typhimurium 10 to the 9 th - Level 5,66.66666666666666,66.66666666666666,,2020-07-20,2010-04,2014-06
NCT04283994,"Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure, Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Disease; Diabetes With End Organ Injury; Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Diseases",Clinicians,0.0,0.0,,2025-06-24,2021-07-26,2025-01-27
NCT04283994,"Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure, Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Disease; Diabetes With End Organ Injury; Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Diseases",EHR-based Clinician-facing Jumpstart [Family],0.0,0.0,,2025-06-24,2021-07-26,2025-01-27
NCT04283994,"Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure, Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Disease; Diabetes With End Organ Injury; Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Diseases",EHR-based Clinician-facing Jumpstart [Patient],0.0,0.0,,2025-06-24,2021-07-26,2025-01-27
NCT04283994,"Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure, Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Disease; Diabetes With End Organ Injury; Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Diseases",Survey-based Bi-directional Jumpstart [Family],0.0,0.0,,2025-06-24,2021-07-26,2025-01-27
NCT04283994,"Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure, Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Disease; Diabetes With End Organ Injury; Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Diseases",Survey-based Bi-directional Jumpstart [Patient],0.0,0.0,,2025-06-24,2021-07-26,2025-01-27
NCT04283994,"Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure, Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Disease; Diabetes With End Organ Injury; Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Diseases",Usual Care [Family],0.0,0.0,,2025-06-24,2021-07-26,2025-01-27
NCT04283994,"Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure, Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Disease; Diabetes With End Organ Injury; Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Diseases",Usual Care [Patient],0.0,0.0,,2025-06-24,2021-07-26,2025-01-27
NCT02762266,"Child-Pugh Class A; Child-Pugh Class B; Recurrent Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Stereotactic Body Radiation Therapy (SBRT),100.0,16.666666666666664,,2024-03-12,2016-02-27,2022-12-31
NCT02762266,"Child-Pugh Class A; Child-Pugh Class B; Recurrent Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Transarterial Chemoembolization (TACE),100.0,0.0,,2024-03-12,2016-02-27,2022-12-31
NCT00024258,"Brain and Central Nervous System Tumors; Childhood Germ Cell Tumor; Extragonadal Germ Cell Tumor; Kidney Cancer; Liver Cancer; Neuroblastoma; Ovarian Cancer; Retinoblastoma; Sarcoma; Central Nervous System Neoplasms; Kidney Neoplasms; Liver Neoplasms; Neuroblastoma; Ovarian Neoplasms; Retinoblastoma; Sarcoma; Osteosarcoma; Hepatoblastoma; Wilms Tumor; Desmoplastic Small Round Cell Tumor; Medulloblastoma; Neuroectodermal Tumors, Primitive, Peripheral; Teratoma; Testicular Neoplasms; Ovarian Germ Cell Cancer",Arsenic Trioxide,63.63636363636363,54.54545454545454,,2015-11-25,2001-03,2009-05
NCT01581307,Liver Cancer; Pancreatic Cancer; Liver Neoplasms; Pancreatic Neoplasms,2nd Line Chemotherapy With Radiotherapy,88.88888888888889,55.55555555555556,,2017-03-03,2012-04,2016-03
NCT01551212,Liver Transplantation,Everolimus/Tacrolimus,97.0414201183432,65.68047337278107,,2019-05-10,2012-05-24,2017-08-08
NCT01551212,Liver Transplantation,Tacrolimus,93.29268292682927,61.58536585365854,,2019-05-10,2012-05-24,2017-08-08
NCT00534001,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute",Arm I (1-week run-in),100.0,0.0,,2017-05-30,2006-01,2015-07
NCT00534001,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute",Arm II (4-week run-in),100.0,0.0,,2017-05-30,2006-01,2015-07
NCT04175912,"Metastatic Cholangiocarcinoma; Metastatic Hepatocellular Carcinoma; Stage III Hepatocellular Carcinoma AJCC v8; Stage III Intrahepatic Cholangiocarcinoma AJCC v8; Stage IIIA Hepatocellular Carcinoma AJCC v8; Stage IIIA Intrahepatic Cholangiocarcinoma AJCC v8; Stage IIIB Hepatocellular Carcinoma AJCC v8; Stage IIIB Intrahepatic Cholangiocarcinoma AJCC v8; Stage IV Hepatocellular Carcinoma AJCC v8; Stage IV Intrahepatic Cholangiocarcinoma AJCC v8; Stage IVA Hepatocellular Carcinoma AJCC v8; Stage IVB Hepatocellular Carcinoma AJCC v8; Unresectable Cholangiocarcinoma; Unresectable Hepatocellular Carcinoma; Unresectable Intrahepatic Cholangiocarcinoma; Cholangiocarcinoma; Carcinoma, Hepatocellular",Arm A (Pevonedistat),100.0,47.05882352941176,,2025-11-17,2020-03-16,2026-10-31
NCT04175912,"Metastatic Cholangiocarcinoma; Metastatic Hepatocellular Carcinoma; Stage III Hepatocellular Carcinoma AJCC v8; Stage III Intrahepatic Cholangiocarcinoma AJCC v8; Stage IIIA Hepatocellular Carcinoma AJCC v8; Stage IIIA Intrahepatic Cholangiocarcinoma AJCC v8; Stage IIIB Hepatocellular Carcinoma AJCC v8; Stage IIIB Intrahepatic Cholangiocarcinoma AJCC v8; Stage IV Hepatocellular Carcinoma AJCC v8; Stage IV Intrahepatic Cholangiocarcinoma AJCC v8; Stage IVA Hepatocellular Carcinoma AJCC v8; Stage IVB Hepatocellular Carcinoma AJCC v8; Unresectable Cholangiocarcinoma; Unresectable Hepatocellular Carcinoma; Unresectable Intrahepatic Cholangiocarcinoma; Cholangiocarcinoma; Carcinoma, Hepatocellular","Arm B (Pevonedistat, Paclitaxel, Carboplatin)",100.0,70.58823529411765,,2025-11-17,2020-03-16,2026-10-31
NCT00526331,"Esophageal Diseases; Gastrointestinal Diseases; Disorder of the Genitourinary System; Gynecologic Diseases; Kidney Diseases; Liver Diseases; Pancreatic Diseases; Prostate Cancer; Spinal Disease; Esophageal Diseases; Gastrointestinal Diseases; Urogenital Diseases; Genital Diseases, Female; Kidney Diseases; Liver Diseases; Pancreatic Diseases; Prostatic Neoplasms; Spinal Diseases",Overall Study,0.0,0.0,,2012-01-16,2007-08,2008-09
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms",Placebo Arm Double-Blind Phase (Interim Data Only),85.76158940397352,54.3046357615894,,2014-10-31,2005-03,2008-11
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms","Placebo Arm, Complete Double-Blind Phase",89.73509933774835,61.258278145695364,,2014-10-31,2005-03,2008-11
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms",Sorafenib (Nexavar) Arm Complete (Incl. Open Label Phase),94.61279461279462,64.3097643097643,,2014-10-31,2005-03,2008-11
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms",Sorafenib (Nexavar) Arm Double-Blind Phase (Interim Data Only),92.5925925925926,51.515151515151516,,2014-10-31,2005-03,2008-11
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms",Subjects Switching From Placebo to Sorafenib (Open Label Only),91.48936170212765,55.319148936170215,,2014-10-31,2005-03,2008-11
NCT00717756,Liver Cancer; Liver Neoplasms,Lenalidomide,100.0,45.0,,2020-02-17,2009-01,2014-01
NCT00708877,Cancer; Cholangiocarcinoma; Liver; Neoplasms; Cholangiocarcinoma,Transplant,0.0,0.0,,2013-07-30,2007-03,2011-07
NCT01559844,"Hepatitis C; Hepatocellular Carcinoma; Hepatitis C; Carcinoma, Hepatocellular; Hepatitis; Bronchiolitis Obliterans Syndrome",SOF+RBV,80.32786885245902,18.0327868852459,,2016-07-27,2012-03,2014-10
NCT02702401,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Pembrolizumab + Best Supportive Care,86.02150537634408,37.992831541218635,,2022-09-29,2016-05-26,2021-09-22
NCT02702401,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Pembrolizumab Second Course,100.0,42.857142857142854,,2022-09-29,2016-05-26,2021-09-22
NCT02702401,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Placebo + Best Supportive Care,81.34328358208955,27.611940298507463,,2022-09-29,2016-05-26,2021-09-22
NCT02940496,"BCLC Stage B Hepatocellular Carcinoma; BCLC Stage C Hepatocellular Carcinoma; Hepatitis C Infection; Refractory Liver Carcinoma; Stage III Hepatocellular Carcinoma AJCC v7; Stage IIIA Hepatocellular Carcinoma AJCC v7; Stage IIIB Hepatocellular Carcinoma AJCC v7; Stage IIIC Hepatocellular Carcinoma AJCC v7; Stage IV Hepatocellular Carcinoma AJCC v7; Stage IVA Hepatocellular Carcinoma AJCC v7; Stage IVB Hepatocellular Carcinoma AJCC v7; Hepatitis C; Carcinoma, Hepatocellular","""ARM A Pembrolizumab (Q3W)""",20.0,0.0,,2025-07-15,2016-12-09,2023-08-09
NCT01320683,Liver Metastases; Recurrent Colon Cancer; Recurrent Rectal Cancer; Stage IVA Colon Cancer; Stage IVA Rectal Cancer; Stage IVB Colon Cancer; Stage IVB Rectal Cancer; Colonic Neoplasms; Rectal Neoplasms,Treatment (Combination Chemotherapy and Radioimmunotherapy),100.0,0.0,,2016-07-19,2011-03,2014-12
NCT00692770,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms",Placebo,41.97080291970803,41.97080291970803,,2018-08-08,2008-08-15,2014-11-28
NCT00692770,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms","Sorafenib (Nexavar, BAY43-9006)",40.7871198568873,40.7871198568873,,2018-08-08,2008-08-15,2014-11-28
NCT01770431,"Hepatic Carcinoma; Carcinoma, Hepatocellular; Neoplasm Metastasis",Bank-control Group,1.89873417721519,0.0,,2017-10-02,2011-08,2016-08
NCT01770431,"Hepatic Carcinoma; Carcinoma, Hepatocellular; Neoplasm Metastasis",Huaier Granule Group,5.1020408163265305,0.0,,2017-10-02,2011-08,2016-08
NCT00607828,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",10 Gy x 5,100.0,0.0,,2024-11-04,2007-11-16,2017-02-15
NCT00607828,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",12 Gy x 5,100.0,0.0,,2024-11-04,2007-11-16,2017-02-15
NCT00607828,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",14 Gy x 5,100.0,0.0,,2024-11-04,2007-11-16,2017-02-15
NCT01395030,"Adult Hepatocellular Carcinoma; Localized Resectable Adult Liver Carcinoma; Carcinoma, Hepatocellular",18F-fluoromethylcholine PET/CT,3.125,3.125,,2018-09-26,2011-08-15,2018-05-31
NCT01433016,"Chronic Liver Disease; Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular",Suspected HCC,0.0,0.0,,2022-12-20,2011-11,2013-05
NCT02018107,"Liver Tumor; Liver Neoplasms; Carcinoma, Hepatocellular; Liver Neoplasms",N-13 Ammonia to Image Liver PET Perfusion,0.0,0.0,,2020-03-26,2014-01,2019-02-16
NCT03463876,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",SHR 1210+Apatinib,99.47368421052632,48.421052631578945,,2026-02-17,2018-03-08,2021-03-10
NCT01249092,"Primary Biliary Cirrhosis; Liver Cirrhosis, Biliary",Pentoxifylline 400 mg/d,40.0,0.0,,2013-12-09,2010-11,2013-03
NCT03172884,"Hepatic Insufficiency, Renal Insufficiency; Hepatic Insufficiency; Renal Insufficiency",Healthy Participants,2.0,0.0,,2021-04-28,2017-06-14,2020-05-15
NCT03172884,"Hepatic Insufficiency, Renal Insufficiency; Hepatic Insufficiency; Renal Insufficiency",Moderate Hepatic Impairment Group,0.0,0.0,,2021-04-28,2017-06-14,2020-05-15
NCT03172884,"Hepatic Insufficiency, Renal Insufficiency; Hepatic Insufficiency; Renal Insufficiency",Severe Hepatic Impairment Group,0.0,0.0,,2021-04-28,2017-06-14,2020-05-15
NCT03172884,"Hepatic Insufficiency, Renal Insufficiency; Hepatic Insufficiency; Renal Insufficiency",Severe Renal Impairment Group,2.0,0.0,,2021-04-28,2017-06-14,2020-05-15
NCT02202317,"Liver Cancer; Hepatic Tumors; Liver Neoplasms; Carcinoma, Hepatocellular",Y90 Based PET/CT Scan,0.0,0.0,,2017-12-29,2013-04,2016-10
NCT00716976,Brain Tumor; Central Nervous System Tumor; Childhood Germ Cell Tumor; Extragonadal Germ Cell Tumor; Liver Cancer; Neuroblastoma; Ototoxicity; Ovarian Cancer; Sarcoma; Brain Neoplasms; Central Nervous System Neoplasms; Liver Neoplasms; Neuroblastoma; Ototoxicity; Ovarian Neoplasms; Sarcoma; Testicular Neoplasms; Ovarian Germ Cell Cancer; Teratoma; Medulloblastoma; Osteosarcoma; Hepatoblastoma,Observation Arm,89.0625,,,2023-11-09,2008-06-23,2021-06-30
NCT00716976,Brain Tumor; Central Nervous System Tumor; Childhood Germ Cell Tumor; Extragonadal Germ Cell Tumor; Liver Cancer; Neuroblastoma; Ototoxicity; Ovarian Cancer; Sarcoma; Brain Neoplasms; Central Nervous System Neoplasms; Liver Neoplasms; Neuroblastoma; Ototoxicity; Ovarian Neoplasms; Sarcoma; Testicular Neoplasms; Ovarian Germ Cell Cancer; Teratoma; Medulloblastoma; Osteosarcoma; Hepatoblastoma,STS Arm (Sodium Thiosulfate Treatment),86.4406779661017,35.59322033898305,,2023-11-09,2008-06-23,2021-06-30
NCT00539643,"Hepatocellular Carcinoma; Liver Cancer; Hepatoma; Carcinoma, Hepatocellular; Liver Neoplasms",Bead + Dox Arm,94.0,94.0,,2023-08-18,2007-11,2022-06-17
NCT00539643,"Hepatocellular Carcinoma; Liver Cancer; Hepatoma; Carcinoma, Hepatocellular; Liver Neoplasms",Bead Arm,94.11764705882352,94.11764705882352,,2023-08-18,2007-11,2022-06-17
NCT01239355,"Adult Hepatocellular Carcinoma; Advanced Adult Hepatocellular Carcinoma; Localized Non-Resectable Adult Liver Carcinoma; Recurrent Adult Liver Carcinoma; Carcinoma, Hepatocellular",Treatment (Akt Inhibitor MK2206),100.0,40.0,,2015-10-05,2010-12,2013-02
NCT00878215,Hepatocellular Cancer; Liver Neoplasms,Phase 1:Localize Anatomical Points on Liver Surface,0.0,0.0,,2018-02-13,2002-10-24,2011-05-25
NCT00878215,Hepatocellular Cancer; Liver Neoplasms,Phase 2: Ceramic Bead,0.0,0.0,,2018-02-13,2002-10-24,2011-05-25
NCT00790218,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",CF102 1mg,100.0,50.0,,2022-05-17,2009-02,2013-12
NCT00790218,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",CF102 25mg,100.0,42.857142857142854,,2022-05-17,2009-02,2013-12
NCT00790218,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",CF102 5mg,100.0,100.0,,2022-05-17,2009-02,2013-12
NCT02635347,"Liver Failure; Carcinoma, Hepatocellular; Liver Failure; Carcinoma, Hepatocellular",Historical Control Cohort,0.0,0.0,,2019-08-20,2015-11,2017-12-31
NCT02635347,"Liver Failure; Carcinoma, Hepatocellular; Liver Failure; Carcinoma, Hepatocellular",Remote Ischemic Conditioning (RIC) Group,19.35483870967742,3.225806451612903,,2019-08-20,2015-11,2017-12-31
NCT00666978,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute",Bupropion Arm,17.037037037037038,2.9629629629629632,,2017-11-13,2007-12,2010-06
NCT00666978,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute",Placebo Arm,10.74074074074074,4.814814814814815,,2017-11-13,2007-12,2010-06
NCT03291379,"Carcinoma, Hepatocellular; Metastatic Colorectal Cancer; Carcinoma, Hepatocellular; Colorectal Neoplasms",BTG-002814,100.0,50.0,,2021-07-19,2017-05-17,2019-08-03
NCT02881554,"Hepatocellular Carcinoma; Intrahepatic Cholangiocarcinoma; Stage IV Liver Cancer; Stage IVA Liver Cancer; Stage IVB Liver Cancer; Vascular Thrombosis; Carcinoma, Hepatocellular; Cholangiocarcinoma; Liver Neoplasms; Thrombosis",SC SPECT/CT: Cohort A - Radiation,0.0,0.0,,2025-10-29,2016-12-21,2025-02-09
NCT02881554,"Hepatocellular Carcinoma; Intrahepatic Cholangiocarcinoma; Stage IV Liver Cancer; Stage IVA Liver Cancer; Stage IVB Liver Cancer; Vascular Thrombosis; Carcinoma, Hepatocellular; Cholangiocarcinoma; Liver Neoplasms; Thrombosis",SC SPECT/CT: Cohort B - Surgery,0.0,0.0,,2025-10-29,2016-12-21,2025-02-09
NCT00848510,Colorectal and Ovarian Cancer Patients With Liver Metastases,Abituzumab 1000 mg,,,1.0,2015-12-14,2009-02,2013-11
NCT00848510,Colorectal and Ovarian Cancer Patients With Liver Metastases,Abituzumab 1500 mg,,,2.0,2015-12-14,2009-02,2013-11
NCT00848510,Colorectal and Ovarian Cancer Patients With Liver Metastases,Abituzumab 250 mg,,,1.0,2015-12-14,2009-02,2013-11
NCT00848510,Colorectal and Ovarian Cancer Patients With Liver Metastases,Abituzumab 500 mg,,,2.0,2015-12-14,2009-02,2013-11
NCT02575339,"Hepatocellular Carcinoma; Liver Cancer; HCC; Carcinoma, Hepatocellular; Liver Neoplasms","Phase I, Level 1: 15 mg of MLN0128",100.0,14.285714285714285,,2022-07-26,2016-07-18,2020-11-24
NCT02575339,"Hepatocellular Carcinoma; Liver Cancer; HCC; Carcinoma, Hepatocellular; Liver Neoplasms","Phase I, Level 2: 20mg of MLN0128",100.0,0.0,,2022-07-26,2016-07-18,2020-11-24
NCT00143403,Colorectal Neoplasms; Liver Neoplasms; Colorectal Neoplasms; Liver Neoplasms,5-FU/FA,96.05263157894737,9.868421052631579,,2010-09-28,2001-12,2009-09
NCT00143403,Colorectal Neoplasms; Liver Neoplasms; Colorectal Neoplasms; Liver Neoplasms,Irinotecan + 5-FU/FA,97.40259740259741,20.77922077922078,,2010-09-28,2001-12,2009-09
NCT01043523,"Liver Neoplasms; Adenoma; Carcinoma; Liver Abscess; Liver Neoplasms; Adenoma; Carcinoma; Liver Abscess; Carcinoma, Hepatocellular","Gadoxetic Acid Disodium (Eovist, BAY86-4873)",40.38461538461539,40.38461538461539,,2016-11-28,2009-12,2013-04
NCT01880554,Liver Metastases From Colorectal Primary Cancer,Contrast-enhanced Intraoperative Ultrasound,20.37037037037037,20.37037037037037,,2025-09-03,2011-06,2017-06
